vote_average,original_language
5.249163891515913,en
8.216984603328658,en
4.491121392969758,en
7.118315364861006,en
6.445625177236252,de
8.431840319589341,es
5.445909597713342,en
5.1513995511010915,en
6.151637332619126,en
8.692421762022857,en
4.9409182063514665,en
2.4037859131411823,en
6.089651756059924,it
7.739134157604304,en
4.826378726714049,en
7.608195189269563,en
4.823841748327841,en
5.780162196462482,ko
7.129023472929086,ko
4.538544202161601,en
6.3497404069836545,en
8.1451736498077,en
7.019574224947744,en
5.274087599995942,en
8.541929308517439,en
7.309941340331374,en
3.564952218866428,en
7.5803612019282705,en
5.142938621374085,ja
6.662432381686725,en
7.819018499686375,en
5.49125900623426,en
3.5316110789372788,ru
8.266046907953044,en
7.932486478320369,en
5.8691159802255815,fr
7.466015595672208,en
5.76755312369444,en
6.572621788470924,en
6.071726575573277,en
5.8914136898945335,en
6.903779135761219,en
4.50172110687865,en
5.6226287538516315,de
6.829116878808275,en
9.081745433825636,en
4.534470627351678,en
7.119937621565294,en
7.389886305621965,en
3.532196801323465,en
6.9375951336177435,en
7.532682560358723,en
7.3245665340001125,en
6.033404264591092,en
6.629253746723833,en
6.591913114705296,en
3.465813992527208,zh
6.501904468020228,en
5.858304291312235,en
5.074396180966427,en
9.72745493037998,zh
7.878923579429336,es
4.67092255677948,en
6.902052488322549,en
8.187037913346487,de
4.067502865296788,en
6.2055175478527005,en
6.313778776547313,en
4.412254204023958,en
6.569325456918344,ja
7.674369585777188,ja
8.538792187090184,en
5.998686876051382,en
10.045645923529545,en
3.197531806679634,en
6.534325064721694,ja
3.8815585201052167,ja
6.135273956245349,fr
5.274508117496582,en
7.142559415763104,en
6.044764310370818,en
4.761023732960226,ja
5.119742986282108,en
9.091711341863412,en
6.811244501298588,en
3.8940207230089294,en
7.205730372170634,en
6.089184563998417,en
6.285250568835771,en
7.356039986376116,en
8.28504523615305,en
5.054010071245306,en
6.269066438774624,en
5.444920193662438,en
6.990837646317633,en
6.065699132623418,en
6.238106868862588,en
5.594584858484753,es
6.195477642932228,en
8.934059905004558,en
9.9195650093389,en
6.912635494646903,en
6.284657305464475,en
3.827303317482178,en
4.85937270028294,ko
6.126346205325492,en
4.92740516904386,ja
5.362638315224133,en
8.363084211084248,fr
6.1592297158255125,en
6.505951320089607,en
5.413839219145128,en
8.203950503022098,en
6.166879778946721,en
5.341332589814791,en
4.091736543823962,en
6.226831105808989,en
5.631969248070894,en
8.526869619025348,it
8.765848038002925,it
4.147079257850589,zh
4.577291902258961,en
5.83244049943084,en
4.775943156908593,zh
6.504597605907382,en
5.510064766371649,ko
6.4207985108328876,ko
7.52414028247045,es
4.781265491137354,en
7.844264440769273,en
4.907021378519735,es
9.41102331750013,en
8.515050272672783,en
6.171904019602986,en
4.554624833204938,zh
4.620618067182598,en
7.511747601939218,en
6.135613008867155,en
7.755887146542562,en
9.30634345394346,ru
5.330064961758303,en
4.405293614472062,en
6.288840351798939,es
7.929175523906152,en
4.919195411696422,en
6.4154624146236765,en
8.318636482167244,en
4.053192350613637,en
6.35297694215865,de
5.189845359601823,de
6.186234886456955,es
7.064676435875532,zh
6.721381274046305,en
4.746539326229051,en
5.248130792649782,fr
8.280641173258878,en
6.925341519667635,en
7.260478691377273,fr
6.375442965274564,ja
7.632867225984388,en
5.675505578097841,en
5.183790075610101,en
7.43049958402382,en
8.043120903779231,en
4.826083080691869,en
5.3193308708567235,en
6.136246730929693,en
8.823498391824932,en
7.095623980190228,en
4.238957647605067,en
5.860525812615748,de
6.045938511588819,en
4.4685694140625865,en
6.148353250256485,en
5.564943840590441,fr
5.750409716736996,en
5.542237354392091,en
8.526301749231072,en
5.763886021189642,en
6.410525712260558,en
6.227676018550235,en
5.756043465390333,en
6.53542492168387,en
6.0980258941466445,ko
6.4235156903943045,en
5.024174195240322,en
5.690813239121038,fr
7.616844733799866,en
6.116583831530464,en
6.419772582852443,en
6.645450323370243,en
6.6260926961008755,ko
6.837976372520716,de
6.163054193582163,en
5.094768752939434,en
4.431777838826937,en
7.779084569557641,en
7.361194169811867,en
7.304859772939903,en
7.59009205003958,en
6.006333105893417,en
5.3485038435847585,en
4.529388885302943,it
4.4606032255598445,en
8.26918293786576,en
5.403785079218767,en
7.919766579035611,en
6.043496737766258,en
5.290218984489524,en
4.358452803674785,fr
5.424648152352343,en
8.326180056787154,en
4.640878359910832,en
9.572015297444693,en
4.739088858795535,es
7.551440506020532,en
6.040032964760023,en
5.66311867316303,en
4.315001449182591,en
6.337680235358431,en
4.490656556452271,en
3.7679139833228614,en
6.620989253528156,en
5.294175739212656,en
8.809969235222704,en
7.879482401714864,en
9.017328958758105,en
5.214120456768653,en
6.6434161346090495,en
2.068993560478421,es
5.849143557983482,en
6.3591546514905275,en
6.556027759583414,en
6.120690578410631,en
6.44709000077379,en
2.5451008498683363,en
6.384332754122967,it
7.135719919420428,en
8.296548140164264,en
6.958327279682839,en
6.010742227068416,en
7.881045419746241,en
2.4639986631007815,it
5.519860726538158,en
4.851285029911933,ko
5.948217300253034,ja
3.010738901641237,en
8.150123211444601,en
5.894637401262588,en
6.763736165039796,en
6.788834072373705,en
8.064400290681943,en
3.3684699436303718,en
6.486052642465175,en
7.71926739105729,es
6.2681079901917025,en
4.5730959102925475,de
5.449324127920373,en
5.74085468663269,en
5.189564152715363,en
6.138393817328444,en
8.262371104777502,es
5.486641773675447,en
5.268489038581501,de
6.963939789457002,en
5.942907003035543,en
4.006222299982676,fr
5.908217343331468,de
5.851662851404612,ru
7.66930530862195,en
4.9296448305007745,en
7.473479224133165,fr
5.998826449740329,en
4.338087493627507,zh
4.036832531884607,es
9.369288709392507,en
5.760125965746839,fr
7.4047561750957325,fr
3.692208338738345,en
9.956542331945851,ja
7.670820135581116,en
5.616839678767186,de
5.910922219014444,en
7.101897192454493,ja
7.247403958584662,en
6.527804136330634,en
6.016318137303346,ja
7.1547976262334325,en
3.6020725884581735,en
5.443087931078621,it
3.529704212560731,it
7.1001243407205,en
5.188500818982046,en
4.063547510590254,en
5.149112698643079,en
6.444717596311043,en
6.079433371789694,en
4.24026516145084,fr
3.442697097404076,fr
6.110899180545753,fr
5.355072315191021,en
5.717837715038183,en
6.130153117883586,en
7.109721625943968,en
7.626223719806771,en
6.219763801437665,ja
5.630572480217026,en
6.334789767121628,en
5.763686749135272,en
3.5361699695503184,fr
7.975740473198752,en
7.570431366044827,en
9.24915326536154,en
9.578740661414141,en
4.558146879864998,en
5.496900119431757,de
9.92901980337796,en
6.282916525198941,en
6.591261634919824,en
3.718305072458131,ru
6.211291493235507,en
9.277286376448547,en
7.929938715155293,de
5.085023067722185,it
5.405525450147375,ru
4.303649561258605,fr
5.072659291546681,en
3.5699763115973653,en
5.872770488010386,fr
8.356154169178627,en
6.767692932156986,en
8.049358484948598,ja
7.923033397445184,en
5.536958454944689,en
5.014451614116384,en
5.261369160495539,en
3.667229386475988,en
6.162987482844688,en
1.8682353064292037,en
7.238560977590965,en
6.226491596341682,en
7.070864983703136,en
7.5855244244222035,ko
6.6265296827484566,en
8.721971698767627,en
6.932918716428315,es
5.000789978777499,en
5.643433436781182,ko
2.7525685775313797,en
4.646714339291751,ko
5.688657226586678,en
6.819410414336499,ja
5.061964454998785,en
4.130603979098354,ru
3.4353262849387476,en
5.4959919378448525,en
8.926277703551895,ko
6.679358430603957,en
7.679324624759652,en
4.919953373437145,en
4.041165552943176,en
4.597720792616466,en
6.196496707480895,en
3.008806734781115,ja
4.803773527125184,en
5.443415232528656,en
4.018612040905048,it
2.814475474012756,ja
6.877275737539946,en
6.4164324433355695,en
7.620788692420848,en
4.592452890922629,en
7.3063272126010625,en
8.527050343333757,en
6.637042405280079,en
5.545548351103639,en
6.217620974263866,ko
5.013318916056634,ru
5.137216037935474,en
7.261144931823227,en
6.172265638012472,en
7.807643480175043,de
5.623407405025447,en
5.95169329820268,en
5.150233507152792,zh
4.319724841969192,de
7.2216373479248865,it
9.545197372452327,en
5.572770216442913,en
5.260580977837422,en
4.882014774439364,zh
4.98040015859943,es
8.741360096153473,en
5.087956555565331,en
5.4806909743935215,en
4.139468621773542,de
6.440473160794606,ru
6.341627539805224,en
4.481983403923873,en
5.058026643315098,en
8.299400055803336,ko
6.049061634403152,es
6.152528093170947,de
6.397817654806878,en
8.389466226654436,en
4.7192012340790885,en
5.702935633228425,en
5.746552190006233,es
3.4182362620654136,de
4.625787725127985,ru
7.570012240921406,ru
7.487628511694682,en
7.405600312653046,fr
5.116364666202898,it
5.301457139821745,es
3.5154834933981776,en
7.827231824385088,en
7.99533267882082,en
7.625881449803412,it
8.789695157849833,en
6.855156294942347,en
8.523845368716314,en
6.117559429450623,en
3.5337095279052946,en
7.60601753998272,en
3.6960658941557507,en
6.5426228773295625,en
7.432985703186383,fr
6.903395900355758,en
9.417364605873413,es
3.3239506784001494,en
6.0479671913180235,en
6.026183197878984,es
4.321263029837262,en
4.589230417285018,en
5.301104708140841,en
4.3505290589261065,fr
6.043497138142897,en
5.370367939238825,en
6.70377601412514,en
7.2598972411474145,en
7.154388196337697,en
5.597580650016815,en
6.773537205166397,en
7.831278987056153,en
7.1028951687046264,en
8.78846654166513,ja
7.708412767821167,en
9.063747916104514,en
2.261485308104903,fr
6.472601582347863,en
5.941234592530183,en
5.812530404528677,es
4.792560869843791,it
6.9058444471385565,en
3.287465351373881,zh
6.827089854321339,en
5.116081077713276,en
5.410744043735581,en
6.657752654348607,ru
6.40701323018015,en
7.898090654722863,en
4.850317020799561,en
6.311957244187996,en
7.6182462924104355,en
6.652400256342876,en
7.292797881290173,en
7.893003433426519,en
5.787510837574832,en
5.224329017212112,en
7.188377872745339,en
5.9963981901762295,en
7.683305351546573,ja
6.572396659848131,en
5.336692980060353,en
6.802569504393663,en
4.924061911300583,en
7.744704037363957,en
4.177320731505187,en
8.140012892907933,en
6.798325966942295,en
6.0496407366889455,en
7.427923643180607,en
6.977624615213971,en
8.355017088887502,en
8.253292872800214,en
6.79205309369464,en
5.04357339898806,en
5.508932302030795,en
5.892529671282527,fr
7.852760509470483,en
5.740486172287613,en
5.440589219354795,es
8.77252594390114,zh
6.024629834442172,en
5.244754710209018,en
7.164969042591221,de
6.282633972344969,en
4.390714814591097,en
7.8036309049881165,en
5.220723156224402,en
6.246142041757528,en
6.104892797710035,en
6.758371579376863,en
3.049965194228717,en
5.913673757315226,en
8.095886465617188,en
7.989213310525744,en
4.693468993533959,en
7.380897364067724,ja
5.185302948519404,en
5.568492612825018,en
5.711592946050715,en
6.6059023049991525,en
7.747893096775205,en
6.76790666190577,en
6.107985532499,en
7.682973224127862,en
4.929586987379374,en
6.207504045454513,en
7.9391323964731795,en
7.028806569709284,en
5.607403869255517,en
3.730564850099599,ja
6.614308405857018,en
3.864769678020511,en
5.681247952963252,fr
8.102510764801158,en
7.269509551492756,en
3.320113907977568,en
6.397522125435752,en
5.7755516441826344,en
4.292695787882364,en
6.771629116121449,en
5.551274083265175,en
5.678334131160278,en
6.515591381309433,en
5.5029564009364815,en
6.3736527193571275,en
5.110012665555098,ru
5.350600153274005,en
7.934918918025339,en
7.985352978360478,en
3.662691452550173,en
7.464391553620858,en
8.481412463659101,en
8.647984307406125,en
7.007665946025024,en
4.6697769328985865,en
6.944971260521302,ja
5.0251836169611055,en
5.805441046300587,en
6.99584924134577,en
4.792860980071891,ru
4.55280851868312,en
6.902283917898684,en
8.800836306468472,ko
7.864851495719195,es
7.060779277575143,de
8.026483586341604,en
7.274028065721648,en
7.058276619903043,en
7.3479267593979705,zh
4.299640199121555,en
6.617885393020458,en
6.1558033175599185,en
6.118354246716845,fr
5.3275601075440235,en
6.974409643081566,en
5.106019906810319,en
5.227320282111259,en
5.326341968792877,en
7.662043006991236,en
6.3657426068965535,en
5.668567015051326,en
5.83569465263744,en
6.466382063344798,en
8.842874171845699,en
4.464902635370185,en
7.299803011042403,en
7.019257294501781,en
4.948002087162364,en
8.612068008456593,en
6.808920676321015,ru
5.595610065985464,en
3.21088001108061,de
6.605612606303996,en
6.365290401227235,en
4.4539306031008215,fr
4.705390499393084,en
7.508187636071929,en
3.3653833843534278,en
6.689010784242382,en
5.718844537033708,zh
6.745732242530159,de
5.558542485209698,ko
6.833533021644198,en
5.101294514826438,en
5.926192625739947,zh
7.022088854405031,en
6.620278556107764,en
6.799240067743782,en
4.949232404154494,en
5.113988157172722,es
5.342648705325637,en
5.585265366619871,fr
8.36231261714646,en
5.825456551582201,en
4.580445757183602,en
6.812468531775888,de
8.323317775899556,en
4.45258080437759,en
9.231165273614687,en
6.622764903484608,es
7.939791546710548,en
8.200607452564974,de
7.896040568795822,en
6.041618138562115,en
8.303253173732893,en
6.651550878856535,en
8.135161582333444,en
8.070821517084639,en
4.734392972555044,en
7.19145169796551,ja
6.097363183382884,en
6.4685548013536875,en
6.190639123264196,ja
6.437718065180977,en
8.729278023979239,en
3.950328559658905,zh
3.6842667197191203,en
3.3583102858761817,en
7.788369675785258,en
4.839843762198511,fr
6.655034926282823,en
6.079846657662671,en
4.67043728904003,ja
7.277215856333548,fr
6.228803569468718,en
5.883261902735326,en
6.766165423129918,en
7.461822438929601,en
4.838692442591693,en
7.535949923870988,en
8.174780279660023,fr
3.8608164468582356,es
6.652145411145941,en
5.542616681464009,de
7.282265884070034,en
4.175011181209723,es
8.849925656477726,en
3.9041808268177367,en
5.633578590335199,fr
6.83993187074217,en
5.245281388497654,en
5.021795667120416,en
6.419454565584412,en
6.396988588544004,en
6.3812265517255975,en
7.574269978972695,en
5.733731647732633,en
6.827840287769783,en
5.50583556350917,en
4.726005771255888,ja
5.945937523381011,en
5.697600648992722,en
5.474408434511087,en
7.747991126703242,it
5.884359843706015,en
5.538601739925573,en
6.359174699392787,en
6.452856713643511,en
4.493873912586686,en
5.552390592114235,es
5.491973513852105,zh
6.169227103864571,en
7.2943932399340605,en
6.205007806744324,zh
8.23452347374651,en
6.254834363088952,en
8.889146628299278,en
5.585727214335606,en
5.141018379662106,en
7.071179649623177,en
8.046122906197526,zh
3.93179504312216,zh
6.1157912794600335,en
5.309618672878916,en
6.21427651948812,ru
6.015026885249107,de
8.332079356237564,en
5.837392810687825,zh
8.062176148455343,es
5.881092755110775,en
7.7026951175261615,en
6.720217535553409,en
8.851471694748811,en
4.14674040975959,en
4.254213423360263,de
9.11265624699925,en
5.296914367494532,en
5.106729168060109,en
5.037319235617625,en
7.722668934800586,zh
4.509940557118475,en
6.292529755337442,en
5.846785124904872,en
7.784635614734406,en
5.351275440869295,en
6.989484874070691,en
4.771366031585512,en
9.655309555799988,en
5.893956668398937,en
6.31468488101584,en
8.482131538275812,zh
5.259793337305219,en
8.731518680958736,en
5.677096670766732,en
7.218154443431797,en
5.560721677416018,en
4.136563595776109,en
6.621891525810923,ko
7.349955633895511,en
4.473021613699181,en
5.877584996121615,en
7.80113844230536,ru
7.1864333704993175,en
5.731805678621174,en
5.359655094154327,en
9.018759667854585,en
4.031676661995276,en
5.911202138387096,ja
4.101836777911295,en
8.17815327876937,en
6.248002293110564,en
6.615179043095302,en
10.31450241724725,en
5.515638463607306,en
8.622863871087802,fr
5.743318882187878,en
5.985028388594939,en
10.18603395635027,en
5.925253824233351,en
4.197150679056075,en
6.650159693924181,en
6.024217999162045,en
6.5506437626007905,es
5.7996033100083455,it
9.516713088018607,en
7.219352631977417,en
4.614465565759922,en
6.450443300898467,en
5.098536053452065,en
6.040746930905738,en
5.110208217845252,en
9.643421978920415,en
5.134743515197527,en
7.2940324803707055,en
5.758442222139829,en
4.599411153913375,en
6.627402214670619,en
6.842737570791961,en
6.837939799131771,fr
2.3004776273122487,en
4.3479880556211885,en
7.470915843961841,en
4.784773102733539,en
6.691093541983627,en
4.559433405530946,en
7.09740165323766,es
7.396904393993362,de
7.532650617984799,en
7.939758612748693,en
8.544656022697806,en
4.4207665578257,en
4.816992103272956,ja
7.465213041167493,en
7.93700994196785,en
5.297196191572709,en
5.083392474819855,en
5.364788572467952,en
3.9575433308856414,en
4.345434182264049,en
4.12906103245477,ja
5.55885228929155,de
6.572253000958577,en
7.088301903843688,en
5.540670842548566,en
5.768139926405274,en
6.4947301576660985,en
4.072199456000482,en
7.642711116125674,en
8.185723585182329,en
5.205748766526148,en
5.567983324648353,en
7.864968337267754,it
5.8154226135151506,fr
7.256484673660098,en
5.861541909298839,es
8.606202744408712,en
6.735119442377243,ja
6.8214836578787885,fr
7.107194005238668,en
5.393286797439719,en
5.566588924171836,en
7.56717480350068,en
6.5040414198376935,en
4.415582000272911,en
9.21269510632607,en
7.46710780094565,de
6.0564394857675286,ru
6.062252386279854,en
6.647484253100147,en
7.165409169915024,en
3.372577188231822,en
9.16852456422863,zh
4.949513044401181,en
6.483568587305431,en
6.46218173123644,en
9.34416079812457,en
6.155268184574741,en
8.382760941530444,de
6.776366962599786,en
4.82403259632145,en
6.546900903807169,en
5.822236917427632,ja
4.373894272643657,es
6.726148316304402,en
6.326179398036711,en
7.016278421106718,en
6.5515667517910545,en
5.023345654478895,zh
7.317238251809734,en
5.217624970839911,en
1.6845031569714837,en
6.435003666091281,en
5.420310349508167,en
6.809851393117864,en
9.570619402672214,en
9.402346248292666,en
6.123789970584011,en
4.9826856895002605,en
7.227499991734016,en
5.72188951189266,en
6.809319809430375,en
5.501617996781576,en
6.733317760255091,en
5.1342726346070044,en
7.979206761970027,en
5.1150334638710815,zh
7.164632879263759,en
4.397093928197905,en
7.414409382863994,en
4.91168799035647,en
6.759691298550635,en
7.841351786833914,en
6.082796969523106,en
4.7755800736917,en
6.958049799147001,en
4.738527901520178,fr
5.673804129532725,en
6.711767293502302,en
8.433906560225742,en
6.362325115143118,en
6.27714120430226,en
7.502886471029043,en
6.413633429584288,en
6.953295299749347,de
7.617800319094421,fr
5.962961647156668,en
1.3962117960250382,en
4.969376488244829,en
8.230720952607802,en
6.191673831557194,en
5.4913045936081515,zh
8.079719902504888,en
5.848012625655156,it
3.1797718603131626,en
4.046609841486271,en
6.910990034007639,en
5.89966358760791,es
8.31677030505495,en
4.900096974293735,de
5.735538464531265,en
5.085458622633018,en
5.219108733479321,es
3.50502421989699,en
5.912402708986848,en
6.118426222141699,en
5.795503736301474,ru
9.224329895599215,it
9.047161255230227,en
5.28997014545451,en
2.934094958021106,zh
6.094617119567297,en
6.816228502844839,en
4.709273889925747,zh
5.054202562647542,en
8.629297674469143,en
5.966852383130106,en
6.993375278543608,zh
4.604541453218332,ko
5.914589311912811,it
5.6174714525666385,en
4.986940141795068,es
7.732950617282539,es
4.380957076290276,en
6.450085238266935,de
5.671351184108708,en
6.7105195542543,en
5.786611111890741,en
7.563049496473061,en
4.872648127738511,en
8.067587445046524,en
6.32128008694379,en
4.475911341844104,en
7.251309100099346,en
6.079154490539959,en
3.8091367558975553,en
6.498702125638305,fr
7.545815009359009,en
8.13988417028661,en
5.432472176100351,ja
6.38927902656053,en
6.420593800045159,en
8.568486538950228,en
4.7842671264400245,es
5.638803591691676,en
4.74791953582529,es
4.0957149885792274,en
6.371680771578123,zh
8.40194749766638,fr
5.702273312227408,ru
4.956679411777283,en
6.280289553348103,fr
7.180819192997876,en
6.025343966718848,en
8.483021225141748,en
4.781457158568717,es
5.569545545231456,ru
6.443981857264443,fr
6.782479266325494,en
6.292660752111359,en
4.394502039689933,en
9.770224184494998,en
5.835166969489799,en
6.518593810013871,en
7.16791290250004,en
5.2607698589489145,en
6.367951660565774,en
5.194889693768219,en
6.919907979328298,en
5.585966027166646,ru
6.66710790735967,en
4.678935969896922,en
5.005991992737569,en
4.351850501117322,en
4.934204881010689,it
2.1397136344527903,fr
5.8762714325960275,en
5.327719939437276,en
6.226366445437604,es
6.066911586651434,it
8.273918273267785,en
10.24312098164115,en
8.052060009910457,en
5.320338615937368,ru
5.64870496406034,en
7.302994563533573,it
3.776485961831831,en
5.889203978915978,en
5.896323403448578,en
7.260955259049135,en
7.2426108747152265,en
5.0454630239668665,en
5.782079504235279,en
6.66765638224906,fr
5.088728551244815,en
8.08236538125964,en
6.913762850160362,ko
6.257264322292265,ja
6.586410897421379,zh
5.2996640745888,ru
5.316296120654248,en
5.6259803138990945,en
6.749950038389774,fr
6.624486002570363,en
5.567170310944405,en
7.124372614961483,de
5.882219099047525,en
5.153587327706285,en
6.719684049031784,en
4.764261917909417,en
3.880483687554146,en
6.2858518633776015,en
5.013879309433674,es
6.003019781818846,en
4.780619161978316,en
7.813398209553855,ja
5.0077608841077925,it
5.352000932743785,es
6.566824901374852,de
4.191564331575753,en
4.125127755920305,en
6.856731555335405,en
5.608542051143475,en
4.860545884407947,en
7.046503554834385,en
5.14521916853686,en
5.9401575861123845,en
4.894417375733859,en
6.79304415815502,en
8.281469688128167,en
3.6190572811810613,en
6.168986533125969,es
7.453656703496989,en
5.655110744885065,en
4.582781765111278,en
6.631445290691105,de
7.818591850951268,en
7.789497047556384,en
6.836492289858393,en
6.521183824398783,en
4.651481166923548,es
7.297867425515913,fr
7.500153593521184,en
4.292912522017099,es
6.546719591769737,es
7.386327107617136,en
7.32317065811326,de
6.262800404429196,en
4.980317139329983,en
5.506295624123598,en
4.489125212316058,fr
6.272105066270495,en
5.629671905146965,ja
9.21755463115306,es
7.576475109696736,en
7.454322100333646,de
7.026091995804714,en
5.713443872204236,en
5.9237253265885705,en
6.008094292708827,en
6.2823499090517005,de
6.583754715335172,de
6.2318048237817365,en
5.974632974725662,en
5.432782177992362,en
4.2056683257932335,en
7.925068747569977,ru
9.650293226920201,en
7.931886438102714,en
4.620420043580486,en
7.482993630849903,en
7.535664452431225,fr
5.49852616107983,en
6.733390859458543,fr
5.735254903841967,en
8.29339349222061,ko
6.772917533054683,en
5.02863809827104,en
7.004712147014008,zh
7.900327759006636,en
6.297197476703813,zh
6.862121055131004,en
6.221496027017321,en
4.617350265093442,en
6.187576509307926,en
7.136775836484178,en
5.984018533319634,en
7.6013750673712375,en
5.670321214923591,en
5.982140289709252,en
7.246679996990856,es
6.3327787752045674,ko
5.382417628266612,ko
7.815230075277901,en
5.245767287294882,en
4.909576561473976,fr
1.973634750146513,en
5.419187373566412,en
8.186780950050212,en
3.3092058532779687,en
4.572119789656174,fr
6.82545200387981,en
3.0131578027346726,en
5.616818091887126,en
7.71129482341612,ru
9.50229345506814,en
6.7397460013445425,en
4.807630096830896,en
4.559806892027576,fr
6.50018614926036,en
6.7809148347457295,en
9.095366133937388,en
7.792880054024385,en
6.562688345421873,en
5.855389455553734,en
10.0,it
7.259736352846929,en
5.112436263411613,en
5.663065614612783,it
4.905432831529878,en
2.652708199404997,en
6.571265168865539,en
8.862754466189255,en
3.554164196629044,ru
6.35604863769885,en
4.939642831293604,ja
7.071681985884669,en
6.092085791477517,en
4.239388758968459,en
4.8531484933649764,en
5.012770257115782,en
8.016477311980811,es
8.244090238350573,en
5.532978169330954,ko
8.186802431252191,en
5.7402242409057385,es
5.51000586232472,fr
6.085676760826763,fr
6.427237917935455,es
5.1668328107024974,fr
6.48006163833964,en
7.429519477659664,en
6.508727657959963,en
6.0641743531864805,zh
7.128183075143013,en
7.000059091287914,fr
6.062116911297594,en
5.78851102688549,en
6.701708030470547,en
3.7379055567285566,en
6.021655190904562,en
2.536214794142197,en
3.746577521653438,en
3.5957713755571445,en
7.976067567267021,en
6.274385429736658,en
4.106926465175498,fr
6.991354244589674,en
7.820198395286388,en
7.119923966418311,en
5.916221670080712,en
6.821097217798246,en
7.587913366998116,en
5.692598667474658,en
6.389970849875806,en
5.974842825291182,en
3.579876221021271,es
7.374852270966453,fr
9.323512655866887,en
4.8169230462572115,en
7.741880202538528,en
5.035281316751469,en
6.199181722615597,ru
8.466216219916136,en
5.6111358410680445,en
6.272817434593546,en
3.51683823904364,en
5.362200618519061,en
3.5017535171102123,en
6.872132385898908,en
7.670795531668304,en
6.1918720664668285,en
6.619827401337823,en
5.79303492048667,en
7.444519028901554,en
6.722218925717691,en
3.2481272380139234,en
7.616012778279756,en
5.621043893396794,en
4.094430793187393,de
5.76374140082319,en
3.376112399356947,en
4.340152612869673,en
6.5375211480425985,en
6.670889660669247,en
6.866760298594036,en
6.004814801645247,zh
5.269894918492705,en
6.243204501405179,en
5.633661768020242,en
3.561327602887224,es
5.010946821131476,en
7.334311846753536,de
8.66248076084605,en
6.976912566178033,de
8.621829998780553,en
6.128082915202437,ja
8.869181779084677,en
9.081732660492872,de
3.543350354283321,en
6.518740913923137,en
6.425707153841798,en
5.757119586214377,en
7.2061017168394015,en
6.343304544930803,en
5.125139192340687,en
6.222841392591147,en
7.806891869052585,es
6.469165621704643,en
6.940432122384198,ko
5.963194903712505,en
7.191857178165344,en
4.1861782042752305,fr
5.481165762434811,en
6.0267929327349155,en
4.486144452059222,en
5.0864800764794875,en
6.803160555450386,en
6.194747874432048,ru
7.209548136986563,ko
5.558050865539349,en
6.2497547069443256,en
5.152757227148367,en
7.343021392045929,en
8.092459525123921,en
6.989492414205138,en
8.137866707285713,en
6.048749794331793,es
7.477366546674171,en
6.358054085691469,en
4.775042258609461,en
6.767170774249245,en
4.7345121849958955,en
9.508693427353366,ru
5.7841690968205,en
6.967556783173496,es
6.381308634735059,en
4.555060507255604,en
3.4739782649154276,en
7.665360054636646,en
8.324011390156588,es
4.897794439184462,ja
4.013026325330177,en
5.671644283261589,en
4.725128310173143,en
5.024526480206861,zh
7.295131994374463,en
